entity_cd,entity_name,year,district_cd,district_name,county_cd,county_name,num_teach,teach_oc,teach_inexp,needs_index,pupil_count,expenditures,overall_status,cccr_level,ela,social_studies,science,math,combined_test,grad_rate_6,grad_rate_5,grad_rate_4,grad_rate_combined
461801040001,PULASKI HIGH SCHOOL,2019,46180104,PULASKI CENTRAL SCHOOL DISTRICT,46,OSWEGO,36,0.555555555555556,0.0833333333333333,4,319,14305,Good Standing,3,168.9,215.9,208.5,136,172,86.3,88.3,88.6,90
461901040001,SANDY CREEK HIGH SCHOOL,2019,46190104,SANDY CREEK CENTRAL SCHOOL DISTRICT,46,OSWEGO,31,0.516129032258065,0,4,220,18905,Good Standing,3,184.5,229.1,219.1,149.1,185.3,93.4,94.7,97.8,92.9
462001060006,JOHN C BIRDLEBOUGH HIGH SCHOOL,2019,46200106,PHOENIX CENTRAL SCHOOL DISTRICT,46,OSWEGO,53,1,0.0943396226415094,5,533,17167,Good Standing,4,191.2,219.8,203.8,134.7,178.3,89.3,90.6,88.3,94.3
470501040001,EDMESTON CENTRAL SCHOOL,2019,47050104,EDMESTON CENTRAL SCHOOL DISTRICT,47,OTSEGO,46,0.91304347826087,0.239130434782609,4,387,15190,Good Standing,4,179.5,209.8,222.3,133,176.9,85.1,92.3,97.8,94.1
470801040001,LAURENS CENTRAL SCHOOL,2019,47080104,LAURENS CENTRAL SCHOOL DISTRICT,47,OTSEGO,34,1.05882352941176,0.117647058823529,4,299,8877,Good Standing,3,173.6,223.6,212.3,140.6,176.8,92.6,95.6,96.2,98
470901040001,SCHENEVUS CENTRAL SCHOOL,2019,47090104,SCHENEVUS CENTRAL SCHOOL DISTRICT,47,OTSEGO,31,0.967741935483871,0.0645161290322581,5,356,14861,Good Standing,3,179.5,202.3,206.8,129.5,171.4,93.2,92.6,93.5,91.1
471101040001,MILFORD CENTRAL SCHOOL,2019,47110104,MILFORD CENTRAL SCHOOL DISTRICT,47,OTSEGO,38,1.07894736842105,0.131578947368421,4,362,16702,Good Standing,3,172.2,222.2,216.7,125,171.9,91.8,95,100,93.3
471201040001,MORRIS CENTRAL SCHOOL,2019,47120104,MORRIS CENTRAL SCHOOL DISTRICT,47,OTSEGO,34,1.29411764705882,0.176470588235294,4,333,5556,Good Standing,4,166.3,206.5,205.4,150,174,90.9,91.5,91.2,92.5
471601040005,UNATEGO JUNIOR-SENIOR HIGH SCHOOL,2019,47160104,OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,47,OTSEGO,27,0.740740740740741,0,4,233,16082,Good Standing,4,181.5,221,221,132.3,178.3,91.7,90.4,90.5,89
471701040003,COOPERSTOWN JUNIOR/SENIOR HIGH SCHOOL,2019,47170104,COOPERSTOWN CENTRAL SCHOOL DISTRICT,47,OTSEGO,38,0.973684210526316,0.105263157894737,5,427,14834,Good Standing,4,206.2,237.7,234.6,170,203.9,89.2,92.9,95.7,93.7
472001040002,RICHFIELD SPRINGS JR/SR HIGH SCHOOL,2019,47200104,RICHFIELD SPRINGS CSD,47,OTSEGO,30,0.8,0.266666666666667,4,179,1023,Good Standing,2,175.5,214.5,214.5,191.8,193.9,88.5,88.2,85.3,90.9
472202040001,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL,2019,47220204,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,47,OTSEGO,48,0.895833333333333,0.270833333333333,5,473,14074,Good Standing,3,179.5,211.6,204.5,129.5,172,93.8,92,90.2,92.1
472506040001,WORCESTER SCHOOL,2019,47250604,WORCESTER CENTRAL SCHOOL DISTRICT,47,OTSEGO,33,1.15151515151515,0.0909090909090909,5,348,3243,Good Standing,1,185.1,218.1,209.6,137.2,178.2,79.2,85.3,89.4,87.3
480101060001,MAHOPAC HIGH SCHOOL,2019,48010106,MAHOPAC CENTRAL SCHOOL DISTRICT,48,PUTNAM,123,0.894308943089431,0.113821138211382,6,1435,20008,Good Standing,4,202.4,227.3,221.2,168.1,197.9,95.3,96.5,96.9,97.3
480102060005,CARMEL HIGH SCHOOL,2019,48010206,CARMEL CENTRAL SCHOOL DISTRICT,48,PUTNAM,111,0.90990990990991,0.027027027027027,5,1460,20628,Good Standing,3,218.9,235.5,225.4,174.7,207.5,92.3,93.2,93.4,94
480401040002,HALDANE HIGH SCHOOL,2019,48040104,HALDANE CENTRAL SCHOOL DISTRICT,48,PUTNAM,29,0.586206896551724,0.0689655172413793,6,289,19399,Good Standing,4,219.6,234.5,231.5,179.8,210.6,98.6,98.1,97,98.7
480503040001,PUTNAM VALLEY HIGH SCHOOL,2019,48050304,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,48,PUTNAM,51,0.862745098039216,0.117647058823529,6,592,21708,Good Standing,4,180.4,232.2,223.8,157,188,96.4,97.3,96.1,99.4
480601060003,BREWSTER HIGH SCHOOL,2019,48060106,BREWSTER CENTRAL SCHOOL DISTRICT,48,PUTNAM,83,0.879518072289157,0.0602409638554217,6,1036,18326,Good Standing,3,179.4,211,216.7,156.6,183.6,87.5,92.2,95.1,94.1
490202040002,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,2019,49020204,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),49,RENSSELAER,68,0.897058823529412,0.0147058823529412,5,680,12440,Good Standing,3,174,210.8,212.3,151,178.9,87.2,90.9,91.6,93.9
490301060007,COLUMBIA HIGH SCHOOL,2019,49030106,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,49,RENSSELAER,109,0.89908256880733906,0.110091743119266,5,1316,13226,Good Standing,4,209.3,232.6,219.6,178.5,203.9,94.8,95.3,98.4,92.8
490501060003,HOOSICK FALLS JUNIOR/SENIOR HIGH SCHOOL,2019,49050106,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,49,RENSSELAER,54,0.87037037037037,0.0740740740740741,5,514,14202,Good Standing,4,209,206,218.7,144,189.2,90.3,87.6,85,87.4
490601060003,LANSINGBURGH SENIOR HIGH SCHOOL,2019,49060106,LANSINGBURGH CENTRAL SCHOOL DISTRICT,49,RENSSELAER,71,0.816901408450704,0.183098591549296,3,679,14663,Good Standing,4,167.2,216.1,202.8,132.5,169,79.9,82.3,83.8,83.1
491200010007,RENSSELAER JUNIOR/SENIOR HIGH SCHOOL,2019,49120001,RENSSELAER CITY SCHOOL DISTRICT,49,RENSSELAER,44,0.840909090909091,0.0454545454545455,3,439,12234,Good Standing,4,203.4,226.7,214.7,155.2,192.4,90.4,86.1,84.8,83.1
491401040002,HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL,2019,49140104,HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,49,RENSSELAER,44,1.02272727272727,0.181818181818182,5,429,13073,Good Standing,4,178.6,227.8,219,112.7,171.1,92.8,93.8,92.9,95.7
491700010019,TROY HIGH SCHOOL,2019,49170001,TROY CITY SCHOOL DISTRICT,49,RENSSELAER,106,0.783018867924528,0.113207547169811,3,1254,12602,Good Standing,2,172,219.1,202.3,129,169.6,88.4,88.2,88.3,87.8
500101060011,CLARKSTOWN NORTH SENIOR HIGH SCHOOL,2019,50010106,CLARKSTOWN CENTRAL SCHOOL DISTRICT,50,ROCKLAND,112,0.901785714285714,0.0892857142857143,6,1285,18248,Good Standing,4,213.6,235.4,223.6,172.3,204.5,95.5,97.3,98.2,98.1
500101060019,CLARKSTOWN SOUTH SENIOR HIGH SCHOOL,2019,50010106,CLARKSTOWN CENTRAL SCHOOL DISTRICT,50,ROCKLAND,112,0.9375,0.0625,6,1376,17731,Good Standing,4,212.7,236.9,227.1,204.3,215.8,95.7,97.4,98.3,98.2
500301060007,TAPPAN ZEE HIGH SCHOOL,2019,50030106,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,50,ROCKLAND,96,0.84375,0.0520833333333333,6,1055,20042,Good Standing,4,215,232.7,227,158.4,200.8,96.1,96.4,95.8,97.2
500304030006,NYACK SENIOR HIGH SCHOOL,2019,50030403,NYACK UNION FREE SCHOOL DISTRICT,50,ROCKLAND,92,0.967391304347826,0.0652173913043478,5,983,18357,Good Standing,3,194.6,223.4,208.3,164.1,190.7,87.5,91,94.1,91.3
500401060009,SUFFERN SENIOR HIGH SCHOOL,2019,50040106,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),50,ROCKLAND,116,0.939655172413793,0.0431034482758621,6,1456,18487,Good Standing,4,210.2,237.1,225.8,168,202.6,94.6,96.2,96.8,97.2
500402060014,SPRING VALLEY HIGH SCHOOL,2019,50040206,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),50,ROCKLAND,109,0.917431192660551,0.0825688073394495,3,1229,19439,Good Standing,2,116.9,170,162.9,90.1,124.1,59.6,67.4,63.7,78.9
500402060018,RAMAPO HIGH SCHOOL,2019,50040206,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),50,ROCKLAND,119,0.899159663865546,0.100840336134454,3,1399,18092,Good Standing,3,160.1,195.2,176.9,91.9,145,67.4,71.1,71.4,74.6
510101040003,SAINT LAWRENCE HIGH SCHOOL,2019,51010104,BRASHER FALLS CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,31,0.645161290322581,0.258064516129032,4,304,14093,Good Standing,4,168.9,220,208.3,137.8,173,86.4,87.5,90.7,85.5
510201060003,H C WILLIAMS SENIOR HIGH SCHOOL,2019,51020106,CANTON CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,39,0.717948717948718,0.0256410256410256,5,408,26257,Good Standing,4,212.5,234.1,227.3,185.8,209.3,89.3,86.8,92.6,78.5
510401040001,CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL,2019,51040104,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,20,0.7,0.15,4,131,19494,Good Standing,4,194.7,209.6,210.6,134,179.7,94.6,93,93.8,90.5
510501040001,COLTON-PIERREPONT CENTRAL SCHOOL,2019,51050104,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,34,1.02941176470588,0.0588235294117647,5,357,23499,Good Standing,4,180.3,221.2,216.7,157.6,185.4,97.6,97.5,97.4,97.6
511201040001,HAMMOND CENTRAL SCHOOL,2019,51120104,HAMMOND CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,25,1.08,0,4,260,15150,Good Standing,4,188.2,231.6,227.6,134.2,183.8,84.6,81.4,78.4,81.3
511301040002,HERMON-DEKALB CENTRAL SCHOOL,2019,51130104,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,34,1.17647058823529,0.0882352941176471,4,403,14687,Good Standing,4,159.8,191.5,214.6,147.6,171.4,79.1,90,93.9,97
511602040002,LISBON CENTRAL SCHOOL,2019,51160204,LISBON CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,48,1.08333333333333,0.1875,4,598,11577,Good Standing,4,212.9,231.4,217.1,162.9,199.2,100,99.1,100,97.4
511901040001,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,2019,51190104,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,32,0.84375,0.03125,5,370,12531,Good Standing,4,183.7,222.1,215.4,167.3,189.5,98.1,92.8,84,96.3
512101040001,MORRISTOWN CENTRAL SCHOOL,2019,51210104,MORRISTOWN CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,31,1.03225806451613,0.225806451612903,4,330,16437,Good Standing,3,186.8,211.8,208.8,113.2,169.9,87.5,90.9,91.9,93.2
512300010009,OGDENSBURG FREE ACADEMY,2019,51230001,OGDENSBURG CITY SCHOOL DISTRICT,51,SAINT LAWRENCE,57,0.964912280701754,0,4,708,16551,Good Standing,4,182.7,219.5,213.2,151.4,183.1,95,87.8,89.3,79.2
512404040001,HEUVELTON CENTRAL SCHOOL,2019,51240404,HEUVELTON CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,45,1,0.333333333333333,4,560,12825,Good Standing,4,196,204,221,149,186.8,90.6,91.7,91.2,93.3
512902060003,POTSDAM SENIOR HIGH SCHOOL,2019,51290206,POTSDAM CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,35,0.828571428571429,0.0571428571428571,5,399,14204,Good Standing,3,185.4,211.2,207.3,162.9,185.6,98,97.3,98.4,95.4
513102040002,EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL,2019,51310204,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,51,SAINT LAWRENCE,25,0.72,0.08,4,239,14484,Good Standing,3,162.5,195.8,198.6,150,170.1,84.4,89,87,95.7
520101060006,BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,2019,52010106,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,52,SARATOGA,101,0.831683168316832,0.0792079207920792,6,1047,14393,Good Standing,4,208.4,230.5,228.7,181.8,206.5,95.3,97.6,99.3,98.1
520302060001,SHENENDEHOWA HIGH SCHOOL,2019,52030206,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,52,SARATOGA,234,0.888888888888889,0.0982905982905983,5,3219,10605,Good Standing,4,213.2,228.6,233.9,191.6,212.3,92.6,93.2,93,93.9
520701040002,GALWAY JUNIOR/SENIOR HIGH SCHOOL,2019,52070104,GALWAY CENTRAL SCHOOL DISTRICT,52,SARATOGA,48,0.895833333333333,0.104166666666667,5,363,15626,Good Standing,4,202.6,231.6,224.6,171.9,200.5,93.4,95.8,95.7,98.2
521200050003,MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL,2019,52120005,MECHANICVILLE CITY SCHOOL DISTRICT,52,SARATOGA,54,0.962962962962963,0.0185185185185185,5,709,12187,Good Standing,2,162.2,225.5,210.6,115.4,164.4,91.1,90.9,94,87.7
521301060001,BALLSTON SPA SENIOR HIGH SCHOOL,2019,52130106,BALLSTON SPA CENTRAL SCHOOL DISTRICT,52,SARATOGA,114,0.894736842105263,0.0263157894736842,5,1281,14534,Good Standing,4,186.6,226.4,218.7,168.3,192.1,89.8,90,90.5,89.8
521701040002,SCHUYLERVILLE HIGH SCHOOL,2019,52170104,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,52,SARATOGA,44,1.18181818181818,0.0454545454545455,5,505,19578,Good Standing,4,185.7,224.4,221.7,150,186.1,94.1,93.9,91.7,95.9
522001040003,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,2019,52200104,STILLWATER CENTRAL SCHOOL DISTRICT,52,SARATOGA,60,0.9,0.0833333333333333,5,597,11043,Good Standing,3,183.1,229.2,216.9,148.7,184.3,93.4,93.8,96.3,91.8
530101040001,DUANESBURG HIGH SCHOOL,2019,53010104,DUANESBURG CENTRAL SCHOOL DISTRICT,53,SCHENECTADY,34,1,0.352941176470588,5,353,12678,Good Standing,4,165.6,227,229.5,143.4,179.2,96,96.4,97.1,96.2
530202060006,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,2019,53020206,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,53,SCHENECTADY,69,0.739130434782609,0.0434782608695652,5,819,12428,Good Standing,4,196.9,223.8,221.2,146.4,188.5,84.9,89,92.6,89.4
530301060007,NISKAYUNA HIGH SCHOOL,2019,53030106,NISKAYUNA CENTRAL SCHOOL DISTRICT,53,SCHENECTADY,113,0.84070796460177,0.0884955752212389,6,1395,11672,Good Standing,4,209,230.5,233.5,203.4,215,93.7,95.3,97,95.2
530501060006,SCHALMONT HIGH SCHOOL,2019,53050106,SCHALMONT CENTRAL SCHOOL DISTRICT,53,SCHENECTADY,56,0.857142857142857,0.0535714285714286,5,638,12811,Good Standing,4,187.5,217.1,212.8,150.3,184,87.8,90.4,91.3,92.1
530515060004,MOHONASEN SENIOR HIGH SCHOOL,2019,53051506,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,53,SCHENECTADY,67,0.91044776119403,0.0895522388059701,5,867,13008,Good Standing,4,171.8,216.7,211.3,149,178,84.8,89.9,92.3,92.7
530600010025,SCHENECTADY HIGH SCHOOL,2019,53060001,SCHENECTADY CITY SCHOOL DISTRICT,53,SCHENECTADY,202,0.99009900990099,0.198019801980198,3,2709,13658,Good Standing,3,131,185,176.6,99.9,136.8,63.3,67.1,66.7,71.3
541102060002,COBLESKILL-RICHMONDVILLE HIGH SCHOOL,2019,54110206,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,54,SCHOHARIE,53,0.962264150943396,0.0754716981132075,5,569,14201,Good Standing,4,177.8,217.7,219.8,145.6,180.8,84.3,84.9,84,86.5
541401040001,SHARON SPRINGS CENTRAL SCHOOL,2019,54140104,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,54,SCHOHARIE,31,1.12903225806452,0.0967741935483871,5,223,23423,Good Standing,3,154.7,200,206.3,92.2,150.4,76.4,85.3,87.8,91.8
550101040003,ODESSA-MONTOUR JUNIOR/SENIOR HIGH SCHOOL,2019,55010104,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,55,SCHUYLER,36,0.833333333333333,0.0555555555555556,4,316,14776,Good Standing,4,191.1,221,209.7,101.6,168.7,94.9,92.1,88.6,92.9
550301060004,WATKINS GLEN CENTRAL HIGH SCHOOL,2019,55030106,WATKINS GLEN CENTRAL SCHOOL DISTRICT,55,SCHUYLER,46,1.08695652173913,0.130434782608696,5,492,15167,Good Standing,4,193.9,218.9,221.3,150.6,188.3,90.3,91,93.7,89
560501040004,SOUTH SENECA MIDDLE/HIGH SCHOOL,2019,56050104,SOUTH SENECA CENTRAL SCHOOL DISTRICT,56,SENECA,38,1.10526315789474,0.0789473684210526,4,368,21523,Good Standing,4,174,215,204,78,153.2,82.1,86,85,90.8
560603040001,ROMULUS CENTRAL SCHOOL,2019,56060304,ROMULUS CENTRAL SCHOOL DISTRICT,56,SENECA,39,1.07692307692308,0.153846153846154,4,457,13117,Good Standing,3,174.1,209.3,213.9,127.8,171.4,86.5,92.3,90.5,100
560701060003,MYNDERSE ACADEMY,2019,56070106,SENECA FALLS CENTRAL SCHOOL DISTRICT,56,SENECA,43,0.744186046511628,0.116279069767442,5,363,16260,Good Standing,4,177.8,213.3,213.9,131,174.2,87,89.6,93.4,88.5
561006060001,WATERLOO HIGH SCHOOL,2019,56100606,WATERLOO CENTRAL SCHOOL DISTRICT,56,SENECA,51,0.764705882352941,0.0980392156862745,4,467,13728,Good Standing,4,145,198.6,205,124.8,157.6,88.1,84.7,85.8,80.2
570101040002,ADDISON HIGH SCHOOL,2019,57010104,ADDISON CENTRAL SCHOOL DISTRICT,57,STEUBEN,50,1,0.06,4,563,14745,Good Standing,4,141.4,196,204.6,127.6,156.9,92.2,90.8,90.8,89.5
570201040002,AVOCA CENTRAL SCHOOL,2019,57020104,AVOCA CENTRAL SCHOOL DISTRICT,57,STEUBEN,47,1.02127659574468,0.0425531914893617,4,437,16577,Good Standing,4,188.3,223.3,218.3,160,189.4,95.2,97.5,97.4,100
570302060003,HAVERLING SENIOR HIGH SCHOOL,2019,57030206,BATH CENTRAL SCHOOL DISTRICT,57,STEUBEN,46,0.847826086956522,0.108695652173913,4,444,12381,Good Standing,4,182.5,221.6,216,156.2,185.5,95.7,92.5,89.9,91.9
570401040001,BRADFORD CENTRAL SCHOOL,2019,57040104,BRADFORD CENTRAL SCHOOL DISTRICT,57,STEUBEN,28,1.07142857142857,0.428571428571429,4,258,16237,Good Standing,3,131.1,201.4,201.4,145.9,159.5,81.3,78.4,83.3,70.6
570603040002,CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL,2019,57060304,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,57,STEUBEN,38,0.921052631578947,0.131578947368421,4,374,12547,Good Standing,4,162.5,216.3,210.6,122.1,165.7,95.3,94.6,92.8,95.6
571800010006,HORNELL SENIOR HIGH SCHOOL,2019,57180001,HORNELL CITY SCHOOL DISTRICT,57,STEUBEN,57,1.01754385964912,0.087719298245614,4,734,11638,Good Standing,4,160.1,198.6,204.6,135.3,166,89.4,90.9,93,90.2
571901040004,ARKPORT CENTRAL SCHOOL,2019,57190104,ARKPORT CENTRAL SCHOOL DISTRICT,57,STEUBEN,38,1.10526315789474,0.289473684210526,5,443,13664,Good Standing,4,199.2,222.1,219.7,173,197.6,86.5,92.5,95.6,95.3
572301040001,PRATTSBURGH CENTRAL SCHOOL,2019,57230104,PRATTSBURGH CENTRAL SCHOOL DISTRICT,57,STEUBEN,34,1,0.117647058823529,4,369,12396,Good Standing,3,209.4,222.6,229.2,159.4,198.6,97.2,97.9,98,98.4
572901040004,HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL,2019,57290104,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,57,STEUBEN,28,0.892857142857143,0.107142857142857,5,197,21449,Good Standing,4,199.2,222.3,223.8,152.3,191.6,92.3,94.6,96.9,94.6
580101030002,BABYLON JUNIOR-SENIOR HIGH SCHOOL,2019,58010103,BABYLON UNION FREE SCHOOL DISTRICT,58,SUFFOLK,78,0.961538461538462,0.0769230769230769,6,753,26794,Good Standing,4,204.2,229.8,230.5,185.9,206.8,96,97,95.8,99.2
580102030008,WEST BABYLON SENIOR HIGH SCHOOL,2019,58010203,WEST BABYLON UNION FREE SCHOOL DISTRICT,58,SUFFOLK,117,0.88034188034188,0.0512820512820513,5,1274,16004,Good Standing,3,194.9,216.8,218.9,131,181.4,90.9,93.1,93.9,94.6
580104030010,LINDENHURST SENIOR HIGH SCHOOL,2019,58010403,LINDENHURST UNION FREE SCHOOL DISTRICT,58,SUFFOLK,161,0.838509316770186,0.031055900621118,5,1891,18061,Good Standing,3,198.1,234.6,213.2,124.8,181.1,91.2,94,94.1,96.8
580105030005,WALTER G O'CONNELL COPIAGUE HIGH SCHOOL,2019,58010503,COPIAGUE UNION FREE SCHOOL DISTRICT,58,SUFFOLK,114,0.991228070175439,0.105263157894737,3,1589,15157,Good Standing,3,158.3,228.3,206.7,120.5,164.2,93.7,94.6,95.3,94.8
580106030005,AMITYVILLE MEMORIAL HIGH SCHOOL,2019,58010603,AMITYVILLE UNION FREE SCHOOL DISTRICT,58,SUFFOLK,78,0.756410256410256,0.179487179487179,3,739,18613,Good Standing,1,131.1,179.7,162.9,79.7,126.4,79.2,83.5,82.4,88.8
580107030007,DEER PARK HIGH SCHOOL,2019,58010703,DEER PARK UNION FREE SCHOOL DISTRICT,58,SUFFOLK,121,0.851239669421488,0.165289256198347,5,1360,17014,Good Standing,3,169.2,218.9,204.3,135.4,171.3,90.7,93.1,94.2,94.5
580201060005,WARD MELVILLE SENIOR HIGH SCHOOL,2019,58020106,THREE VILLAGE CENTRAL SCHOOL DISTRICT,58,SUFFOLK,155,0.819354838709677,0.0258064516129032,6,1688,22865,Good Standing,4,215.6,239.8,231.5,193.9,214.6,98.5,98.8,99,98.9
580203020008,COMSEWOGUE HIGH SCHOOL,2019,58020302,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,58,SUFFOLK,93,0.881720430107527,0.0752688172043011,5,1297,15503,Good Standing,3,190.5,218.3,214.1,129.3,178.4,89.9,92.4,94,93.3
580205060020,SACHEM HIGH SCHOOL EAST,2019,58020506,SACHEM CENTRAL SCHOOL DISTRICT,58,SUFFOLK,181,0.850828729281768,0.132596685082873,5,2202,14400,Good Standing,4,192,222.2,221.2,165.2,192.9,93.8,95.7,96.5,96.9
580206020003,EARL L VANDERMEULEN HIGH SCHOOL,2019,58020602,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,58,SUFFOLK,51,0.549019607843137,0.117647058823529,6,381,25461,Good Standing,4,214.5,239.2,239.8,196.8,217,97.8,98.2,98,98.7
580207020003,MOUNT SINAI HIGH SCHOOL,2019,58020702,MOUNT SINAI UNION FREE SCHOOL DISTRICT,58,SUFFOLK,69,0.869565217391304,0.144927536231884,6,815,17183,Good Standing,4,210.9,240.1,235.1,191.6,213.1,97.4,99.1,100,100
580208020003,MILLER PLACE HIGH SCHOOL,2019,58020802,MILLER PLACE UNION FREE SCHOOL DISTRICT,58,SUFFOLK,75,0.773333333333333,0.106666666666667,6,871,16353,Good Standing,4,210.4,226.1,225.4,152,196,97.7,97.4,97.5,97
580209020002,ROCKY POINT HIGH SCHOOL,2019,58020902,ROCKY POINT UNION FREE SCHOOL DISTRICT,58,SUFFOLK,84,0.821428571428571,0.0833333333333333,5,1000,17299,Good Standing,4,211.3,231.8,223.9,154.5,197.4,96.7,97.1,97,97.7
580211060010,NEWFIELD HIGH SCHOOL,2019,58021106,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,58,SUFFOLK,136,0.720588235294118,0.0514705882352941,5,1501,14896,Good Standing,3,194,228.9,212.3,107.7,173.2,94.2,93.9,92.9,94.7
580212060005,LONGWOOD HIGH SCHOOL,2019,58021206,LONGWOOD CENTRAL SCHOOL DISTRICT,58,SUFFOLK,218,0.926605504587156,0.073394495412844,5,2888,17705,Good Standing,2,208.7,219.1,209.1,131.2,184.1,85.4,89.4,90.8,92
580224030008,PATCHOGUE-MEDFORD HIGH SCHOOL,2019,58022403,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,58,SUFFOLK,175,0.851428571428571,0.165714285714286,5,2420,13432,Good Standing,4,180.6,228.5,217.5,134.6,178.8,86.8,90.5,91.9,92.7
580232030002,WILLIAM FLOYD HIGH SCHOOL,2019,58023203,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,58,SUFFOLK,207,0.917874396135266,0.120772946859903,5,2719,16396,Good Standing,3,171.9,206,202.6,95,156.9,86.2,85.9,89,82.6
580233020001,CENTER MORICHES HIGH SCHOOL,2019,58023302,CENTER MORICHES UNION FREE SCHOOL DISTRICT,58,SUFFOLK,48,0.770833333333333,0.166666666666667,5,572,19335,Good Standing,4,184,226,219.6,144.9,183.5,93.4,93,88.7,96.9
580235060006,BELLPORT SENIOR HIGH SCHOOL,2019,58023506,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,58,SUFFOLK,124,0.870967741935484,0.137096774193548,5,1336,18243,Good Standing,1,163.4,210.8,198,117.3,161,89.5,90.2,92.2,88.9
580301020002,EAST HAMPTON HIGH SCHOOL,2019,58030102,EAST HAMPTON UNION FREE SCHOOL DISTRICT,58,SUFFOLK,91,0.846153846153846,0.21978021978022,6,923,21094,Good Standing,4,197.1,224,219.8,155.1,191.1,84.2,87.2,87.8,89.7
580305020004,PIERSON MIDDLE/HIGH SCHOOL,2019,58030502,SAG HARBOR UNION FREE SCHOOL DISTRICT,58,SUFFOLK,63,1,0.126984126984127,6,528,26145,Good Standing,4,205.2,235.8,231.3,176.1,204.7,85.7,92.3,94.8,96.3
580401020003,ELWOOD/JOHN GLENN HIGH SCHOOL,2019,58040102,ELWOOD UNION FREE SCHOOL DISTRICT,58,SUFFOLK,70,0.8,0.0714285714285714,5,688,18197,Good Standing,4,213,238.4,227.4,188.1,210.7,97.4,98.1,98,99
580402060004,COLD SPRING HARBOR HIGH SCHOOL,2019,58040206,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,58,SUFFOLK,86,0.988372093023256,0.0232558139534884,6,913,24857,Good Standing,4,235.6,241.5,237,212.7,228.9,97.5,98.8,98.8,100
580403030013,HUNTINGTON HIGH SCHOOL,2019,58040303,HUNTINGTON UNION FREE SCHOOL DISTRICT,58,SUFFOLK,119,0.882352941176471,0.109243697478992,5,1478,17721,Good Standing,3,192.1,228.2,215.8,138.4,183.5,94.3,95.4,96.5,95.4
